Plate,Well,Buffer,Temperature,Time_Factor,Time_Cont,Extraction,Technical_rep,PCR_rep,qs_conc_pg/mL,qs_conc_adjusted,Eamc_sample,Cq_sample,No_standard,Eamc_standard,Cq_standard,No_sample_ng/ul,No_sample_pg/mL
10 eDNA Pres I,F7,Ethanol,4,2 months,8,Kit,3,7,28902.81007,28902.81007,1.707,28.899,1.14,1.782,22.633,0.105356308,105356.3079
10 eDNA Pres I,F8,Ethanol,4,2 months,8,Kit,3,8,24246.49894,24246.49894,1.789,29.263,1.14,1.782,22.633,0.022047193,22047.19285
10 eDNA Pres I,F9,Ethanol,4,2 months,8,Kit,3,9,17528.63824,17528.63824,1.767,29.794,1.14,1.782,22.633,0.023601461,23601.46118
10 eDNA Pres I,G2,Ethanol,4,2 months,8,Kit,4,1,21960.49877,21960.49877,1.833,29.485,1.14,1.782,22.633,0.009404488,9404.487736
10 eDNA Pres I,G3,Ethanol,4,2 months,8,Kit,4,2,12865.6663,12865.6663,1.796,30.341,1.14,1.782,22.633,0.01041064,10410.64004
10 eDNA Pres I,G4,Ethanol,4,2 months,8,Kit,4,3,23660.22207,23660.22207,1.797,29.322,1.14,1.782,22.633,0.018822206,18822.20621
10 eDNA Pres I,G5,Ethanol,4,2 months,8,Kit,4,4,11140.70043,11140.70043,1.721,30.428,1.14,1.782,22.633,0.036238554,36238.55402
10 eDNA Pres I,G6,Ethanol,4,2 months,8,Kit,4,5,7780.12071,7780.12071,1.792,31.23,1.14,1.782,22.633,0.006670649,6670.64878
10 eDNA Pres I,G7,Ethanol,4,2 months,8,Kit,4,6,14322.20731,14322.20731,1.777,30.138,1.14,1.782,22.633,0.016233187,16233.18748
10 eDNA Pres I,G8,Ethanol,4,2 months,8,Kit,4,7,7942.02369,7942.02369,1.752,31.116,1.14,1.782,22.633,0.014375764,14375.76429
10 eDNA Pres I,G9,Ethanol,4,2 months,8,Kit,4,8,10476.28652,10476.28652,1.799,30.654,1.14,1.782,22.633,0.008261048,8261.047743
10 eDNA Pres I,G10,Ethanol,4,2 months,8,Kit,4,9,8531.71293,8531.71293,1.757,31.031,1.14,1.782,22.633,0.013847822,13847.82247
8 eDNA Pres I,G11,Frozen,-80,2 months,8,Kit,1,1,43439.55591,43439.55591,1.819,27.83,1.14,1.843,22.485,0.062823023,62823.02333
10 eDNA Pres I,B4,Frozen,-80,2 months,8,Kit,1,2,59466.28749,59466.28749,1.8,27.827,1.14,1.782,22.633,0.043028919,43028.91908
10 eDNA Pres I,B5,Frozen,-80,2 months,8,Kit,1,3,51639.99647,51639.99647,1.814,28.044,1.14,1.782,22.633,0.030611238,30611.23824
10 eDNA Pres I,B6,Frozen,-80,2 months,8,Kit,1,4,36178.51809,36178.51809,1.793,28.528,1.14,1.782,22.633,0.031952043,31952.04272
10 eDNA Pres I,B8,Frozen,-80,2 months,8,Kit,1,5,55110.11183,55110.11183,1.805,27.937,1.14,1.782,22.633,0.037221805,37221.80463
10 eDNA Pres I,B9,Frozen,-80,2 months,8,Kit,1,6,40614.0089,40614.0089,1.815,28.44,1.14,1.782,22.633,0.023593228,23593.22824
10 eDNA Pres I,B10,Frozen,-80,2 months,8,Kit,1,7,25860.66723,25860.66723,1.793,29.142,1.14,1.782,22.633,0.022093654,22093.65386
10 eDNA Pres I,B11,Frozen,-80,2 months,8,Kit,1,8,60005.43386,60005.43386,1.806,27.805,1.14,1.782,22.633,0.039572319,39572.31882
10 eDNA Pres I,B12,Frozen,-80,2 months,8,Kit,1,9,16977.57654,16977.57654,1.805,29.926,1.14,1.782,22.633,0.0114731,11473.1003
10 eDNA Pres I,A4,Frozen,-80,2 months,8,Kit,2,1,71189.80587,71189.80587,1.769,27.404,1.14,1.782,22.633,0.088473981,88473.9805
10 eDNA Pres I,A5,Frozen,-80,2 months,8,Kit,2,2,74008.66598,74008.66598,1.785,27.355,1.14,1.782,22.633,0.071391042,71391.04193
10 eDNA Pres I,A6,Frozen,-80,2 months,8,Kit,2,3,69577.58963,69577.58963,1.779,27.462,1.14,1.782,22.633,0.072826307,72826.30725
10 eDNA Pres I,A7,Frozen,-80,2 months,8,Kit,2,4,98849.92987,98849.92987,1.801,26.945,1.14,1.782,22.633,0.070860537,70860.53744
10 eDNA Pres I,A8,Frozen,-80,2 months,8,Kit,2,5,91105.17055,91105.17055,1.784,27.031,1.14,1.782,22.633,0.087437879,87437.87869
10 eDNA Pres I,A9,Frozen,-80,2 months,8,Kit,2,6,82603.23107,82603.23107,1.848,27.293,1.14,1.782,22.633,0.028554791,28554.79081
10 eDNA Pres I,A10,Frozen,-80,2 months,8,Kit,2,7,78981.21327,78981.21327,1.766,27.27,1.14,1.782,22.633,0.099614516,99614.51595
10 eDNA Pres I,A11,Frozen,-80,2 months,8,Kit,2,8,81882.33525,81882.33525,1.777,27.209,1.14,1.782,22.633,0.088136884,88136.88442
10 eDNA Pres I,A12,Frozen,-80,2 months,8,Kit,2,9,49729.90602,49729.90602,1.796,28.084,1.14,1.782,22.633,0.038966832,38966.83165
11 eDNA Pres I,E4,Frozen,-80,2 months,8,Kit,3,1,22560.42324,22560.42324,1.789,28.787,1.14,1.83,22.45,0.047648882,47648.88219
11 eDNA Pres I,E5,Frozen,-80,2 months,8,Kit,3,2,23130.74097,23130.74097,1.804,28.772,1.14,1.83,22.45,0.037553006,37553.00598
11 eDNA Pres I,E6,Frozen,-80,2 months,8,Kit,3,3,22645.63926,22645.63926,1.806,28.799,1.14,1.83,22.45,0.0357604,35760.39959
11 eDNA Pres I,E7,Frozen,-80,2 months,8,Kit,3,4,21645.51243,21645.51243,1.79,28.855,1.14,1.83,22.45,0.044758705,44758.70469
11 eDNA Pres I,E8,Frozen,-80,2 months,8,Kit,3,5,23152.51157,23152.51157,1.825,28.743,1.14,1.83,22.45,0.027539508,27539.50757
11 eDNA Pres I,E9,Frozen,-80,2 months,8,Kit,3,6,22280.29817,22280.29817,1.798,28.821,1.14,1.83,22.45,0.040365994,40365.99422
11 eDNA Pres I,E10,Frozen,-80,2 months,8,Kit,3,7,22364.92932,22364.92932,1.812,28.828,1.14,1.83,22.45,0.032003621,32003.6209
11 eDNA Pres I,E11,Frozen,-80,2 months,8,Kit,3,8,21355.39241,21355.39241,1.791,28.854,1.14,1.83,22.45,0.04435506,44355.05965
11 eDNA Pres I,E12,Frozen,-80,2 months,8,Kit,3,9,24087.68237,24087.68237,1.851,28.751,1.14,1.83,22.45,0.018194898,18194.89765
11 eDNA Pres I,F1,Frozen,-80,2 months,8,Kit,4,1,24471.62196,24471.62196,1.871,28.703,1.14,1.83,22.45,0.013703308,13703.30821
11 eDNA Pres I,F2,Frozen,-80,2 months,8,Kit,4,2,26344.67371,26344.67371,1.803,28.569,1.14,1.83,22.45,0.042958086,42958.08581
11 eDNA Pres I,F3,Frozen,-80,2 months,8,Kit,4,3,29116.08107,29116.08107,1.798,28.347,1.14,1.83,22.45,0.05313049,53130.49011
11 eDNA Pres I,F4,Frozen,-80,2 months,8,Kit,4,4,30808.63319,30808.63319,1.816,28.305,1.14,1.83,22.45,0.040973408,40973.40826
11 eDNA Pres I,F5,Frozen,-80,2 months,8,Kit,4,5,29228.90894,29228.90894,1.81,28.358,1.14,1.83,22.45,0.043572881,43572.88071
11 eDNA Pres I,F6,Frozen,-80,2 months,8,Kit,4,6,26401.66879,26401.66879,1.816,28.517,1.14,1.83,22.45,0.036155156,36155.15562
11 eDNA Pres I,F7,Frozen,-80,2 months,8,Kit,4,7,27591.10741,27591.10741,1.796,28.407,1.14,1.83,22.45,0.052852187,52852.18749
11 eDNA Pres I,F8,Frozen,-80,2 months,8,Kit,4,8,28725.62781,28725.62781,1.815,28.406,1.14,1.83,22.45,0.039493308,39493.30812
11 eDNA Pres I,F9,Frozen,-80,2 months,8,Kit,4,9,26424.46943,26424.46943,1.815,28.518,1.14,1.83,22.45,0.036801311,36801.31136
8 eDNA Pres I,H1,Frozen,-20,2 months,8,Kit,1,1,26782.73246,26782.73246,1.84,28.713,1.14,1.843,22.485,0.026475248,26475.24816
8 eDNA Pres I,H2,Frozen,-20,2 months,8,Kit,1,2,28061.9543,28061.9543,1.827,28.564,1.14,1.843,22.485,0.035438598,35438.59824
8 eDNA Pres I,H3,Frozen,-20,2 months,8,Kit,1,3,31873.9228,31873.9228,1.848,28.374,1.14,1.843,22.485,0.028804765,28804.76502
8 eDNA Pres I,H4,Frozen,-20,2 months,8,Kit,1,4,28201.79425,28201.79425,1.836,28.567,1.14,1.843,22.485,0.030608355,30608.3549
8 eDNA Pres I,H5,Frozen,-20,2 months,8,Kit,1,5,33531.93402,33531.93402,1.831,28.272,1.14,1.843,22.485,0.039769402,39769.40179
8 eDNA Pres I,H6,Frozen,-20,2 months,8,Kit,1,6,29933.58858,29933.58858,1.787,28.399,1.14,1.843,22.485,0.073962619,73962.61927
8 eDNA Pres I,H7,Frozen,-20,2 months,8,Kit,1,7,31473.93465,31473.93465,1.829,28.37,1.14,1.843,22.485,0.038556635,38556.63464
8 eDNA Pres I,H8,Frozen,-20,2 months,8,Kit,1,8,30177.70499,30177.70499,1.79,28.389,1.14,1.843,22.485,0.070754129,70754.12884
8 eDNA Pres I,H9,Frozen,-20,2 months,8,Kit,1,9,31304.01671,31304.01671,1.827,28.365,1.14,1.843,22.485,0.039875425,39875.42526
11 eDNA Pres I,A4,Frozen,-20,2 months,8,Kit,2,1,40632.46772,40632.46772,1.812,27.887,1.14,1.83,22.45,0.056137793,56137.79251
11 eDNA Pres I,A5,Frozen,-20,2 months,8,Kit,2,2,34994.43457,34994.43457,1.775,28.064,1.14,1.83,22.45,0.089650896,89650.89573
11 eDNA Pres I,A6,Frozen,-20,2 months,8,Kit,2,3,35541.2811,35541.2811,1.827,28.105,1.14,1.83,22.45,0.039020448,39020.44763
11 eDNA Pres I,A7,Frozen,-20,2 months,8,Kit,2,4,34993.11581,34993.11581,1.812,28.108,1.14,1.83,22.45,0.049392482,49392.48231
11 eDNA Pres I,A8,Frozen,-20,2 months,8,Kit,2,5,35433.12103,35433.12103,1.775,28.044,1.14,1.83,22.45,0.091179677,91179.67656
11 eDNA Pres I,A9,Frozen,-20,2 months,8,Kit,2,6,37989.88461,37989.88461,1.813,27.976,1.14,1.83,22.45,0.052382098,52382.09828
11 eDNA Pres I,A10,Frozen,-20,2 months,8,Kit,2,7,33504.68352,33504.68352,1.795,28.158,1.14,1.83,22.45,0.062069004,62069.00438
11 eDNA Pres I,A11,Frozen,-20,2 months,8,Kit,2,8,33475.38039,33475.38039,1.814,28.167,1.14,1.83,22.45,0.045792703,45792.70333
11 eDNA Pres I,A12,Frozen,-20,2 months,8,Kit,2,9,31213.31893,31213.31893,1.799,28.299,1.14,1.83,22.45,0.053571525,53571.52505
11 eDNA Pres I,C4,Frozen,-20,2 months,8,Kit,3,1,65875.5675,65875.5675,1.819,27.104,1.14,1.83,22.45,0.080856655,80856.65535
11 eDNA Pres I,C5,Frozen,-20,2 months,8,Kit,3,2,78842.3866,78842.3866,1.794,26.822,1.14,1.83,22.45,0.139171484,139171.4841
11 eDNA Pres I,C6,Frozen,-20,2 months,8,Kit,3,3,70609.74091,70609.74091,1.787,26.96,1.14,1.83,22.45,0.141438833,141438.833
11 eDNA Pres I,C7,Frozen,-20,2 months,8,Kit,3,4,82829.63187,82829.63187,1.837,26.732,1.14,1.83,22.45,0.077921903,77921.90332
11 eDNA Pres I,C8,Frozen,-20,2 months,8,Kit,3,5,72834.62584,72834.62584,1.804,26.942,1.14,1.83,22.45,0.111297002,111297.0024
11 eDNA Pres I,C9,Frozen,-20,2 months,8,Kit,3,6,76681.07003,76681.07003,1.813,26.859,1.14,1.83,22.45,0.102451663,102451.6626
11 eDNA Pres I,C10,Frozen,-20,2 months,8,Kit,3,7,77982.40334,77982.40334,1.819,26.857,1.14,1.83,22.45,0.092846179,92846.17897
11 eDNA Pres I,C11,Frozen,-20,2 months,8,Kit,3,8,77818.72153,77818.72153,1.82,26.868,1.14,1.83,22.45,0.091396709,91396.70887
11 eDNA Pres I,C12,Frozen,-20,2 months,8,Kit,3,9,86316.67495,86316.67495,1.839,26.707,1.14,1.83,22.45,0.07659116,76591.15976
11 eDNA Pres I,D4,Frozen,-20,2 months,8,Kit,4,1,48233.09556,48233.09556,1.822,27.564,1.14,1.83,22.45,0.058079656,58079.6561
11 eDNA Pres I,D5,Frozen,-20,2 months,8,Kit,4,2,50842.67631,50842.67631,1.799,27.42,1.14,1.83,22.45,0.089917888,89917.88841
11 eDNA Pres I,D6,Frozen,-20,2 months,8,Kit,4,3,54714.81755,54714.81755,1.826,27.358,1.14,1.83,22.45,0.062151791,62151.79061
11 eDNA Pres I,D7,Frozen,-20,2 months,8,Kit,4,4,53040.69445,53040.69445,1.816,27.383,1.14,1.83,22.45,0.07154179,71541.78959
11 eDNA Pres I,D8,Frozen,-20,2 months,8,Kit,4,5,59386.8494,59386.8494,1.824,27.253,1.14,1.83,22.45,0.068116525,68116.52472
11 eDNA Pres I,D9,Frozen,-20,2 months,8,Kit,4,6,50196.16708,50196.16708,1.793,27.422,1.14,1.83,22.45,0.0989532,98953.19958
11 eDNA Pres I,D10,Frozen,-20,2 months,8,Kit,4,7,52178.85971,52178.85971,1.818,27.416,1.14,1.83,22.45,0.068019221,68019.22071
11 eDNA Pres I,D11,Frozen,-20,2 months,8,Kit,4,8,54713.21195,54713.21195,1.812,27.359,1.14,1.83,22.45,0.077114293,77114.29326
11 eDNA Pres I,D12,Frozen,-20,2 months,8,Kit,4,9,50972.06682,50972.06682,1.862,27.56,1.14,1.83,22.45,0.032348555,32348.55455
8 eDNA Pres I,F12,Longmires,4,2 months,8,PCI,1,1,238.3408,4766.816,1.887,36.791,1.14,1.843,22.485,7.63E-05,76.29332349
9 eDNA Pres I,C10,Longmires,4,2 months,8,PCI,1,2,109.77216,2195.4432,1.91,37.382,1.14,1.752,22.512,1.08E-05,10.77874799
9 eDNA Pres I,D10,Longmires,4,2 months,8,PCI,1,3,196.85455,3937.091,1.835,36.414,1.14,1.752,22.512,8.67E-05,86.72101589
9 eDNA Pres I,E10,Longmires,4,2 months,8,PCI,1,4,123.76423,2475.2846,1.886,37.144,1.14,1.752,22.512,2.04E-05,20.35265475
9 eDNA Pres I,F7,Longmires,4,2 months,8,PCI,1,5,132.38008,2647.6016,1.841,36.99,1.14,1.752,22.512,5.42E-05,54.20708187
9 eDNA Pres I,F8,Longmires,4,2 months,8,PCI,1,6,136.60373,2732.0746,1.844,36.922,1.14,1.752,22.512,5.33E-05,53.33481543
9 eDNA Pres I,F9,Longmires,4,2 months,8,PCI,1,7,71.89935,1437.987,1.835,37.958,1.14,1.752,22.512,3.43E-05,34.3316231
9 eDNA Pres I,G8,Longmires,4,2 months,8,PCI,1,8,72.07601,1441.5202,1.792,37.899,1.14,1.752,22.512,8.62E-05,86.1719446
9 eDNA Pres I,G9,Longmires,4,2 months,8,PCI,1,9,na,na,na,na,1.14,1.752,22.512,#VALUE!,na
8 eDNA Pres I,C4,Longmires,4,2 months,8,PCI,2,1,129.26446,2585.2892,1.808,37.831,1.14,1.843,22.485,0.000197366,197.3663559
8 eDNA Pres I,C5,Longmires,4,2 months,8,PCI,2,2,226.38224,4527.6448,1.796,36.826,1.14,1.843,22.485,0.000459848,459.8478207
8 eDNA Pres I,C6,Longmires,4,2 months,8,PCI,2,3,177.21743,3544.3486,1.811,37.234,1.14,1.843,22.485,0.000262922,262.9217239
8 eDNA Pres I,C7,Longmires,4,2 months,8,PCI,2,4,134.35636,2687.1272,1.826,37.692,1.14,1.843,22.485,0.00014919,149.1899182
8 eDNA Pres I,C8,Longmires,4,2 months,8,PCI,2,5,299.40545,5988.109,1.848,36.382,1.14,1.843,22.485,0.000211584,211.5838763
8 eDNA Pres I,C9,Longmires,4,2 months,8,PCI,2,6,357.80738,7156.1476,1.84,36.101,1.14,1.843,22.485,0.00029591,295.9099899
8 eDNA Pres I,C10,Longmires,4,2 months,8,PCI,2,7,327.13648,6542.7296,1.879,36.279,1.14,1.843,22.485,0.000122344,122.3438521
8 eDNA Pres I,C11,Longmires,4,2 months,8,PCI,2,8,395.77001,7915.4002,1.841,35.948,1.14,1.843,22.485,0.000314674,314.6738044
8 eDNA Pres I,C12,Longmires,4,2 months,8,PCI,2,9,353.03034,7060.6068,1.86,36.144,1.14,1.843,22.485,0.000193972,193.9724056
10 eDNA Pres I,D4,Longmires,4,2 months,8,PCI,3,1,249.43578,4988.7156,1.843,37.171,1.14,1.782,22.633,7.40E-05,74.00006175
10 eDNA Pres I,D5,Longmires,4,2 months,8,PCI,3,2,305.11184,6102.2368,1.832,36.828,1.14,1.782,22.633,0.00011275,112.7504983
10 eDNA Pres I,D6,Longmires,4,2 months,8,PCI,3,3,327.25019,6545.0038,1.848,36.687,1.14,1.782,22.633,8.97E-05,89.67153249
10 eDNA Pres I,D7,Longmires,4,2 months,8,PCI,3,4,710.23504,14204.7008,1.881,35.435,1.14,1.782,22.633,0.000102592,102.5923138
10 eDNA Pres I,D8,Longmires,4,2 months,8,PCI,3,5,633.74289,12674.8578,1.872,35.601,1.14,1.782,22.633,0.00010899,108.9902983
10 eDNA Pres I,D9,Longmires,4,2 months,8,PCI,3,6,1146.10954,22922.1908,1.882,34.631,1.14,1.782,22.633,0.00016888,168.8799612
10 eDNA Pres I,D10,Longmires,4,2 months,8,PCI,3,7,597.02166,11940.4332,1.882,35.725,1.14,1.782,22.633,8.47E-05,84.67773928
10 eDNA Pres I,D11,Longmires,4,2 months,8,PCI,3,8,608.54794,12170.9588,1.88,35.682,1.14,1.782,22.633,9.05E-05,90.4944621
10 eDNA Pres I,D12,Longmires,4,2 months,8,PCI,3,9,829.84113,16596.8226,1.912,35.218,1.14,1.782,22.633,6.60E-05,66.00326552
10 eDNA Pres I,E4,Longmires,4,2 months,8,PCI,4,1,405.17509,8103.5018,1.834,36.343,1.14,1.782,22.633,0.000145151,145.1510169
10 eDNA Pres I,E5,Longmires,4,2 months,8,PCI,4,2,411.82505,8236.501,1.85,36.346,1.14,1.782,22.633,0.000106823,106.8228505
10 eDNA Pres I,E6,Longmires,4,2 months,8,PCI,4,3,294.94264,5898.8528,1.857,36.92,1.14,1.782,22.633,6.53E-05,65.33644086
10 eDNA Pres I,E7,Longmires,4,2 months,8,PCI,4,4,467.08554,9341.7108,1.837,36.114,1.14,1.782,22.633,0.000158455,158.4546838
10 eDNA Pres I,E8,Longmires,4,2 months,8,PCI,4,5,272.51273,5450.2546,1.842,37.03,1.14,1.782,22.633,8.20E-05,81.97679772
10 eDNA Pres I,E9,Longmires,4,2 months,8,PCI,4,6,186.28778,3725.7556,1.836,37.628,1.14,1.782,22.633,6.45E-05,64.52955665
10 eDNA Pres I,E10,Longmires,4,2 months,8,PCI,4,7,334.93617,6698.7234,1.888,36.717,1.14,1.782,22.633,3.98E-05,39.79810388
10 eDNA Pres I,E11,Longmires,4,2 months,8,PCI,4,8,506.48447,10129.6894,1.896,36.041,1.14,1.782,22.633,5.29E-05,52.90542397
16 eDNA Pres I,F11,Longmires,4,2 months,8,PCI,4,9,95.09578,1901.9156,1.896,36.733,1.14,1.824,22.485,5.24E-05,52.36286947
9 eDNA Pres I,B11,Longmires,RT,2 months,8,PCI,1,1,147.4176,2948.352,1.932,36.964,1.14,1.752,22.512,9.20E-06,9.196426119
9 eDNA Pres I,C11,Longmires,RT,2 months,8,PCI,1,2,148.06013,2961.2026,1.929,36.98,1.14,1.752,22.512,9.79E-06,9.7914327
9 eDNA Pres I,D11,Longmires,RT,2 months,8,PCI,1,3,265.25831,5305.1662,1.852,35.951,1.14,1.752,22.512,8.20E-05,81.97944245
9 eDNA Pres I,E11,Longmires,RT,2 months,8,PCI,1,4,49.92141,998.4282,1.832,38.457,1.14,1.752,22.512,2.70E-05,27.01402606
9 eDNA Pres I,F11,Longmires,RT,2 months,8,PCI,1,5,82.79231,1655.8462,1.892,37.716,1.14,1.752,22.512,1.24E-05,12.4024872
9 eDNA Pres I,F12,Longmires,RT,2 months,8,PCI,1,6,205.52236,4110.4472,1.853,36.409,1.14,1.752,22.512,6.10E-05,61.03858526
9 eDNA Pres I,G10,Longmires,RT,2 months,8,PCI,1,7,151.48788,3029.7576,1.895,36.844,1.14,1.752,22.512,2.06E-05,20.55429347
9 eDNA Pres I,G11,Longmires,RT,2 months,8,PCI,1,8,79.40532,1588.1064,1.841,37.789,1.14,1.752,22.512,3.35E-05,33.45933985
9 eDNA Pres I,G12,Longmires,RT,2 months,8,PCI,1,9,219.24045,4384.809,1.844,36.278,1.14,1.752,22.512,7.91E-05,79.10375888
8 eDNA Pres I,A4,Longmires,RT,2 months,8,PCI,2,1,na,na,na,na,1.14,1.843,22.485,#VALUE!,na
8 eDNA Pres I,A5,Longmires,RT,2 months,8,PCI,2,2,222.84074,4456.8148,1.84,36.925,1.14,1.843,22.485,0.000177559,177.558943
8 eDNA Pres I,A6,Longmires,RT,2 months,8,PCI,2,3,96.87236,1937.4472,1.83,38.291,1.14,1.843,22.485,9.49E-05,94.88224022
8 eDNA Pres I,A7,Longmires,RT,2 months,8,PCI,2,4,na,na,na,na,1.14,1.843,22.485,#VALUE!,na
8 eDNA Pres I,A8,Longmires,RT,2 months,8,PCI,2,5,174.92352,3498.4704,1.851,37.317,1.14,1.843,22.485,0.000111703,111.7033014
8 eDNA Pres I,A9,Longmires,RT,2 months,8,PCI,2,6,122.52068,2450.4136,1.836,37.929,1.14,1.843,22.485,0.000103757,103.756861
8 eDNA Pres I,A10,Longmires,RT,2 months,8,PCI,2,7,125.98182,2519.6364,1.829,37.892,1.14,1.843,22.485,0.000123269,123.2692274
8 eDNA Pres I,A11,Longmires,RT,2 months,8,PCI,2,8,na,na,na,na,1.14,1.843,22.485,#VALUE!,na
8 eDNA Pres I,A12,Longmires,RT,2 months,8,PCI,2,9,230.52856,4610.5712,1.857,36.89,1.14,1.843,22.485,0.00012992,129.9201513
8 eDNA Pres I,B4,Longmires,RT,2 months,8,PCI,3,1,213.72703,4274.5406,1.842,37.001,1.14,1.843,22.485,0.000162527,162.5268028
8 eDNA Pres I,B5,Longmires,RT,2 months,8,PCI,3,2,126.43325,2528.665,1.794,37.835,1.14,1.843,22.485,0.000266899,266.8989837
8 eDNA Pres I,B6,Longmires,RT,2 months,8,PCI,3,3,119.56508,2391.3016,1.817,37.956,1.14,1.843,22.485,0.000151606,151.6063598
8 eDNA Pres I,B8,Longmires,RT,2 months,8,PCI,3,4,373.35188,7467.0376,1.832,36.017,1.14,1.843,22.485,0.000362824,362.82425
8 eDNA Pres I,B9,Longmires,RT,2 months,8,PCI,3,5,121.02995,2420.599,1.841,37.949,1.14,1.843,22.485,9.28E-05,92.79838924
8 eDNA Pres I,B10,Longmires,RT,2 months,8,PCI,3,6,na,na,1.786,40.99,1.14,1.843,22.485,5.01E-05,50.05806215
8 eDNA Pres I,B11,Longmires,RT,2 months,8,PCI,3,7,235.74801,4714.9602,1.957,36.886,1.14,1.843,22.485,1.87E-05,18.68934565
8 eDNA Pres I,B12,Longmires,RT,2 months,8,PCI,3,8,na,na,na,na,1.14,1.843,22.485,#VALUE!,na
8 eDNA Pres I,F11,Longmires,RT,2 months,8,PCI,3,9,132.40817,2648.1634,1.869,37.773,1.14,1.843,22.485,5.91E-05,59.07785811
10 eDNA Pres I,C4,Longmires,RT,2 months,8,PCI,4,1,na,na,na,na,1.14,1.782,22.633,#VALUE!,na
10 eDNA Pres I,C5,Longmires,RT,2 months,8,PCI,4,2,333.18208,6663.6416,1.871,36.711,1.14,1.782,22.633,5.63E-05,56.27990848
10 eDNA Pres I,C6,Longmires,RT,2 months,8,PCI,4,3,na,na,na,na,1.14,1.782,22.633,#VALUE!,na
10 eDNA Pres I,C7,Longmires,RT,2 months,8,PCI,4,4,na,na,na,na,1.14,1.782,22.633,#VALUE!,na
10 eDNA Pres I,C8,Longmires,RT,2 months,8,PCI,4,5,318.52565,6370.513,1.853,36.733,1.14,1.782,22.633,7.81E-05,78.09688362
10 eDNA Pres I,C9,Longmires,RT,2 months,8,PCI,4,6,188.79041,3775.8082,1.845,37.639,1.14,1.782,22.633,5.30E-05,52.95868207
10 eDNA Pres I,C10,Longmires,RT,2 months,8,PCI,4,7,na,na,na,na,1.14,1.782,22.633,#VALUE!,na
10 eDNA Pres I,C11,Longmires,RT,2 months,8,PCI,4,8,268.7161,5374.322,1.854,37.062,1.14,1.782,22.633,6.27E-05,62.68329433
10 eDNA Pres I,C12,Longmires,RT,2 months,8,PCI,4,9,337.71162,6754.2324,1.894,36.707,1.14,1.782,22.633,3.61E-05,36.09990934
13 eDNA Pres I,A4,Ethanol,-20,4 months,17,Kit,1,1,23912.85263,23912.85263,1.766,28.9,1.14,1.81,22.48,0.051258417,51258.4167
13 eDNA Pres I,A5,Ethanol,-20,4 months,17,Kit,1,2,27372.86128,27372.86128,1.84,28.721,1.14,1.81,22.48,0.017451333,17451.33268
13 eDNA Pres I,A6,Ethanol,-20,4 months,17,Kit,1,3,27415.89211,27415.89211,1.831,28.724,1.14,1.81,22.48,0.020219706,20219.70579
13 eDNA Pres I,A7,Ethanol,-20,4 months,17,Kit,1,4,29409.70473,29409.70473,1.849,28.624,1.14,1.81,22.48,0.016106721,16106.72121
13 eDNA Pres I,A8,Ethanol,-20,4 months,17,Kit,1,5,29033.70187,29033.70187,1.844,28.65,1.14,1.81,22.48,0.01718627,17186.27044
13 eDNA Pres I,A9,Ethanol,-20,4 months,17,Kit,1,6,26394.2685,26394.2685,1.797,28.794,1.14,1.81,22.48,0.032922049,32922.04856
13 eDNA Pres I,A10,Ethanol,-20,4 months,17,Kit,1,7,26986.12958,26986.12958,1.835,28.737,1.14,1.81,22.48,0.018737099,18737.09931
13 eDNA Pres I,A11,Ethanol,-20,4 months,17,Kit,1,8,29216.03993,29216.03993,1.852,28.65,1.14,1.81,22.48,0.015305385,15305.38505
13 eDNA Pres I,A12,Ethanol,-20,4 months,17,Kit,1,9,24366.46633,24366.46633,1.835,28.984,1.14,1.81,22.48,0.016036589,16036.58885
13 eDNA Pres I,C4,Ethanol,-20,4 months,17,Kit,2,1,25698.58916,25698.58916,1.794,28.824,1.14,1.81,22.48,0.011113267,11113.26738
13 eDNA Pres I,C5,Ethanol,-20,4 months,17,Kit,2,2,29186.71817,29186.71817,1.822,28.593,1.14,1.81,22.48,0.025090234,25090.23412
13 eDNA Pres I,C6,Ethanol,-20,4 months,17,Kit,2,3,31223.1835,31223.1835,1.791,28.448,1.14,1.81,22.48,0.044293746,44293.74617
13 eDNA Pres I,C7,Ethanol,-20,4 months,17,Kit,2,4,31638.39132,31638.39132,1.852,28.504,1.14,1.81,22.48,0.016682293,16682.29257
13 eDNA Pres I,C8,Ethanol,-20,4 months,17,Kit,2,5,28759.83715,28759.83715,1.843,28.645,1.14,1.81,22.48,0.017571947,17571.94686
13 eDNA Pres I,C9,Ethanol,-20,4 months,17,Kit,2,6,29155.95286,29155.95286,1.845,28.628,1.14,1.81,22.48,0.017288991,17288.99109
13 eDNA Pres I,C10,Ethanol,-20,4 months,17,Kit,2,7,31599.63712,31599.63712,1.814,28.474,1.14,1.81,22.48,0.030513179,30513.17891
13 eDNA Pres I,C11,Ethanol,-20,4 months,17,Kit,2,8,29605.88597,29605.88597,1.795,28.576,1.14,1.81,22.48,0.038786872,38786.87197
13 eDNA Pres I,C12,Ethanol,-20,4 months,17,Kit,2,9,28068.63561,28068.63561,1.868,28.756,1.14,1.81,22.48,0.011113267,11113.26738
13 eDNA Pres I,D4,Ethanol,-20,4 months,17,Kit,3,1,26553.34026,26553.34026,1.838,28.745,1.14,1.81,22.48,0.017697767,17697.7673
