Plate,Well,Buffer,Temperature,Time_Factor,Time_Cont,Extraction,Technical_rep,PCR_rep,qs_conc_pg/mL,qs_conc_adjusted,Eamc_sample,Cq_sample,No_standard,Eamc_standard,Cq_standard,No_sample_ng/ul,No_sample_pg/mL
13 eDNA Pres I,G4,Frozen,-20,4 months,17,Kit,2,3,47021.67958,47021.67958,1.771,27.746,1.14,1.81,22.48,0.091563886,91563.88592
13 eDNA Pres I,G5,Frozen,-20,4 months,17,Kit,2,4,42301.11837,42301.11837,1.781,27.916,1.14,1.81,22.48,0.070959405,70959.40458
13 eDNA Pres I,G6,Frozen,-20,4 months,17,Kit,2,5,45803.7369,45803.7369,1.809,27.843,1.14,1.81,22.48,0.048227594,48227.5936
13 eDNA Pres I,G7,Frozen,-20,4 months,17,Kit,2,6,51085.25604,51085.25604,1.76,27.534,1.14,1.81,22.48,0.122026733,122026.7335
13 eDNA Pres I,G8,Frozen,-20,4 months,17,Kit,2,7,51977.34758,51977.34758,1.788,27.568,1.14,1.81,22.48,0.078147403,78147.40349
13 eDNA Pres I,G9,Frozen,-20,4 months,17,Kit,2,8,49432.09514,49432.09514,1.801,27.676,1.14,1.81,22.48,0.060187407,60187.40718
13 eDNA Pres I,G10,Frozen,-20,4 months,17,Kit,2,9,49080.08128,49080.08128,1.825,27.722,1.14,1.81,22.48,0.040385345,40385.34496
13 eDNA Pres I,H1,Frozen,-20,4 months,17,Kit,3,1,44822.49543,44822.49543,1.766,27.859,1.14,1.81,22.48,0.092949772,92949.77188
13 eDNA Pres I,H2,Frozen,-20,4 months,17,Kit,3,2,44566.60524,44566.60524,1.806,27.904,1.14,1.81,22.48,0.048340867,48340.86719
13 eDNA Pres I,H3,Frozen,-20,4 months,17,Kit,3,3,47965.88793,47965.88793,1.823,27.739,1.14,1.81,22.48,0.041008878,41008.87762
13 eDNA Pres I,H4,Frozen,-20,4 months,17,Kit,3,4,48622.2133,48622.2133,1.834,27.734,1.14,1.81,22.48,0.034850359,34850.35879
13 eDNA Pres I,H5,Frozen,-20,4 months,17,Kit,3,5,44018.68954,44018.68954,1.784,27.867,1.14,1.81,22.48,0.06945014,69450.1403
13 eDNA Pres I,H6,Frozen,-20,4 months,17,Kit,3,6,44181.42885,44181.42885,1.782,27.879,1.14,1.81,22.48,0.071505132,71505.1325
13 eDNA Pres I,H7,Frozen,-20,4 months,17,Kit,3,7,47771.05153,47771.05153,1.794,27.762,1.14,1.81,22.48,0.063407984,63407.98442
13 eDNA Pres I,H8,Frozen,-20,4 months,17,Kit,3,8,50617.27017,50617.27017,1.829,27.663,1.14,1.81,22.48,0.039307316,39307.3157
13 eDNA Pres I,H9,Frozen,-20,4 months,17,Kit,3,9,52689.33252,52689.33252,1.802,27.577,1.14,1.81,22.48,0.062608118,62608.11816
12 eDNA Pres I,B4,Longmires,4,4 months,17,PCI,1,1,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,B5,Longmires,4,4 months,17,PCI,1,2,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,B6,Longmires,4,4 months,17,PCI,1,3,185.98911,3719.7822,1.847,37.312,1.14,1.844,22.379,0.000114863,114.8630647
12 eDNA Pres I,B8,Longmires,4,4 months,17,PCI,1,4,172.97716,3459.5432,1.866,37.445,1.14,1.844,22.379,7.25E-05,72.4837533
12 eDNA Pres I,B9,Longmires,4,4 months,17,PCI,1,5,121.95757,2439.1514,1.838,38.041,1.14,1.844,22.379,8.87E-05,88.6917059
12 eDNA Pres I,B10,Longmires,4,4 months,17,PCI,1,6,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,B11,Longmires,4,4 months,17,PCI,1,7,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,B12,Longmires,4,4 months,17,PCI,1,8,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,G12,Longmires,4,4 months,17,PCI,1,9,144.09475,2881.895,1.801,37.648,1.14,1.844,22.379,0.000242217,242.2166018
12 eDNA Pres I,C4,Longmires,4,4 months,17,PCI,2,1,387.971,7759.42,1.812,36.01,1.14,1.844,22.379,0.000515596,515.5963234
12 eDNA Pres I,C5,Longmires,4,4 months,17,PCI,2,2,285.45389,5709.0778,1.867,36.59,1.14,1.844,22.379,0.000121382,121.3822733
12 eDNA Pres I,C6,Longmires,4,4 months,17,PCI,2,3,95.81679,1916.3358,1.853,38.437,1.14,1.844,22.379,5.12E-05,51.19625903
12 eDNA Pres I,C7,Longmires,4,4 months,17,PCI,2,4,205.15689,4103.1378,1.857,37.153,1.14,1.844,22.379,0.00010473,104.7304774
12 eDNA Pres I,C8,Longmires,4,4 months,17,PCI,2,5,117.01983,2340.3966,1.824,38.097,1.14,1.844,22.379,0.000114602,114.6024778
12 eDNA Pres I,C9,Longmires,4,4 months,17,PCI,2,6,330.45426,6609.0852,1.841,36.307,1.14,1.844,22.379,0.000242457,242.4569344
12 eDNA Pres I,C10,Longmires,4,4 months,17,PCI,2,7,363.37081,7267.4162,1.863,36.17,1.14,1.844,22.379,0.000170597,170.597218
12 eDNA Pres I,C11,Longmires,4,4 months,17,PCI,2,8,105.03888,2100.7776,1.925,38.399,1.14,1.844,22.379,1.20E-05,12.00748609
12 eDNA Pres I,C12,Longmires,4,4 months,17,PCI,2,9,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,D4,Longmires,4,4 months,17,PCI,3,1,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,D5,Longmires,4,4 months,17,PCI,3,2,433.68264,8673.6528,1.811,35.829,1.14,1.844,22.379,0.00057956,579.560282
12 eDNA Pres I,D6,Longmires,4,4 months,17,PCI,3,3,124.30213,2486.0426,1.8,37.981,1.14,1.844,22.379,0.000203564,203.5638
12 eDNA Pres I,D7,Longmires,4,4 months,17,PCI,3,4,125.62855,2512.571,1.804,37.947,1.14,1.844,22.379,0.000189754,189.7541374
12 eDNA Pres I,D8,Longmires,4,4 months,17,PCI,3,5,252.05835,5041.167,1.867,36.791,1.14,1.844,22.379,0.000106691,106.6907845
12 eDNA Pres I,D9,Longmires,4,4 months,17,PCI,3,6,177.28879,3545.7758,1.842,37.366,1.14,1.844,22.379,0.000124607,124.6067547
12 eDNA Pres I,D10,Longmires,4,4 months,17,PCI,3,7,127.07367,2541.4734,1.79,37.945,1.14,1.844,22.379,0.000255385,255.3845956
12 eDNA Pres I,D11,Longmires,4,4 months,17,PCI,3,8,340.76182,6815.2364,1.901,36.318,1.14,1.844,22.379,7.46E-05,74.60582552
12 eDNA Pres I,D12,Longmires,4,4 months,17,PCI,3,9,176.7583,3535.166,1.88,37.449,1.14,1.844,22.379,5.42E-05,54.22561043
12 eDNA Pres I,E4,Longmires,4,4 months,17,PCI,4,1,121.66297,2433.2594,1.811,38.009,1.14,1.844,22.379,0.000158424,158.4241468
12 eDNA Pres I,E5,Longmires,4,4 months,17,PCI,4,2,302.69325,6053.865,1.822,36.429,1.14,1.844,22.379,0.000324901,324.9008596
12 eDNA Pres I,E6,Longmires,4,4 months,17,PCI,4,3,292.12463,5842.4926,1.827,36.458,1.14,1.844,22.379,0.000288403,288.403143
12 eDNA Pres I,E7,Longmires,4,4 months,17,PCI,4,4,112.19952,2243.9904,1.833,38.162,1.14,1.844,22.379,9.24E-05,92.3798002
12 eDNA Pres I,E8,Longmires,4,4 months,17,PCI,4,5,217.71355,4354.271,1.783,36.973,1.14,1.844,22.379,0.000522797,522.7966984
12 eDNA Pres I,E9,Longmires,4,4 months,17,PCI,4,6,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,E10,Longmires,4,4 months,17,PCI,4,7,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,E11,Longmires,4,4 months,17,PCI,4,8,na,na,na,na,1.14,1.844,22.379,#VALUE!,na
12 eDNA Pres I,E12,Longmires,4,4 months,17,PCI,4,9,40.74093,814.8186,1.834,39.966,1.14,1.844,22.379,3.00E-05,29.9603009
11 eDNA Pres I,G2,Longmires,RT,4 months,17,PCI,1,1,391.95229,7839.0458,1.846,35.406,1.14,1.83,22.45,0.000334357,334.35697
11 eDNA Pres I,G3,Longmires,RT,4 months,17,PCI,1,2,289.32246,5786.4492,1.832,35.886,1.14,1.83,22.45,0.000329304,329.3042747
11 eDNA Pres I,G4,Longmires,RT,4 months,17,PCI,1,3,552.4829,11049.658,1.793,34.806,1.14,1.83,22.45,0.00132442,1324.419574
11 eDNA Pres I,G5,Longmires,RT,4 months,17,PCI,1,4,194.73628,3894.7256,1.817,36.434,1.14,1.83,22.45,0.000315547,315.5465805
11 eDNA Pres I,G6,Longmires,RT,4 months,17,PCI,1,5,282.6174,5652.348,1.817,35.917,1.14,1.83,22.45,0.000430578,430.5775924
11 eDNA Pres I,G7,Longmires,RT,4 months,17,PCI,1,6,444.57556,8891.5112,1.801,35.104,1.14,1.83,22.45,0.000960346,960.3463863
11 eDNA Pres I,G8,Longmires,RT,4 months,17,PCI,1,7,167.62233,3352.4466,1.824,36.801,1.14,1.83,22.45,0.00021866,218.6600923
11 eDNA Pres I,G9,Longmires,RT,4 months,17,PCI,1,8,326.28659,6525.7318,1.841,35.673,1.14,1.83,22.45,0.00031243,312.4302657
11 eDNA Pres I,G10,Longmires,RT,4 months,17,PCI,1,9,212.2482,4244.964,1.831,36.341,1.14,1.83,22.45,0.000250392,250.3922175
11 eDNA Pres I,H1,Longmires,RT,4 months,17,PCI,2,1,na,na,na,na,1.14,1.83,22.45,#VALUE!,na
11 eDNA Pres I,H2,Longmires,RT,4 months,17,PCI,2,2,268.58816,5371.7632,1.835,36.015,1.14,1.83,22.45,0.000287259,287.2588168
11 eDNA Pres I,H3,Longmires,RT,4 months,17,PCI,2,3,188.81647,3776.3294,1.84,36.587,1.14,1.83,22.45,0.000183052,183.0522636
11 eDNA Pres I,H4,Longmires,RT,4 months,17,PCI,2,4,211.7164,4234.328,1.839,36.372,1.14,1.83,22.45,0.000211089,211.0890306
11 eDNA Pres I,H5,Longmires,RT,4 months,17,PCI,2,5,127.19045,2543.809,1.863,37.245,1.14,1.83,22.45,7.72E-05,77.22204008
11 eDNA Pres I,H6,Longmires,RT,4 months,17,PCI,2,6,124.90911,2498.1822,1.84,37.242,1.14,1.83,22.45,0.000122931,122.9314865
11 eDNA Pres I,H7,Longmires,RT,4 months,17,PCI,2,7,175.41756,3508.3512,1.876,36.714,1.14,1.83,22.45,8.22E-05,82.18787759
11 eDNA Pres I,H8,Longmires,RT,4 months,17,PCI,2,8,132.38945,2647.789,1.894,37.154,1.14,1.83,22.45,4.37E-05,43.67284312
11 eDNA Pres I,H9,Longmires,RT,4 months,17,PCI,2,9,194.15301,3883.0602,1.866,36.563,1.14,1.83,22.45,0.000109954,109.9537061
11 eDNA Pres I,B4,Longmires,RT,4 months,17,PCI,3,1,701.48677,14029.7354,1.81,34.411,1.14,1.83,22.45,0.001206415,1206.415456
11 eDNA Pres I,B5,Longmires,RT,4 months,17,PCI,3,2,385.14187,7702.8374,1.811,35.386,1.14,1.83,22.45,0.000662589,662.5888236
11 eDNA Pres I,B6,Longmires,RT,4 months,17,PCI,3,3,484.27811,9685.5622,1.807,35.052,1.14,1.83,22.45,0.000869399,869.3985218
11 eDNA Pres I,F11,Longmires,RT,4 months,17,PCI,3,4,433.97368,8679.4736,1.822,35.186,1.14,1.83,22.45,0.000605763,605.7634693
11 eDNA Pres I,F12,Longmires,RT,4 months,17,PCI,3,5,498.29879,9965.9758,1.848,35.019,1.14,1.83,22.45,0.000405928,405.9275753
11 eDNA Pres I,G11,Longmires,RT,4 months,17,PCI,3,6,571.05999,11421.1998,1.867,34.786,1.14,1.83,22.45,0.000328813,328.8134235
11 eDNA Pres I,G12,Longmires,RT,4 months,17,PCI,3,7,203.26128,4065.2256,1.935,36.552,1.14,1.83,22.45,2.98E-05,29.75030424
12 eDNA Pres I,F11,Longmires,RT,4 months,17,PCI,3,8,479.71361,9594.2722,1.852,35.654,1.14,1.844,22.379,0.000287897,287.8970967
12 eDNA Pres I,F12,Longmires,RT,4 months,17,PCI,3,9,644.86219,12897.2438,1.959,35.286,1.14,1.844,22.379,5.00E-05,49.99143224
12 eDNA Pres I,A4,Longmires,RT,4 months,17,PCI,4,1,420.89398,8417.8796,1.861,36.026,1.14,1.844,22.379,0.000191574,191.5744091
12 eDNA Pres I,A5,Longmires,RT,4 months,17,PCI,4,2,442.47566,8849.5132,1.812,35.848,1.14,1.844,22.379,0.000556683,556.6827684
12 eDNA Pres I,A6,Longmires,RT,4 months,17,PCI,4,3,343.82017,6876.4034,1.884,36.273,1.14,1.844,22.379,0.000105777,105.7772997
12 eDNA Pres I,A7,Longmires,RT,4 months,17,PCI,4,4,365.16256,7303.2512,1.856,36.175,1.14,1.844,22.379,0.000194752,194.7519609
12 eDNA Pres I,A8,Longmires,RT,4 months,17,PCI,4,5,544.56654,10891.3308,1.88,35.502,1.14,1.844,22.379,0.000188097,188.0971245
12 eDNA Pres I,A9,Longmires,RT,4 months,17,PCI,4,6,618.1979,12363.958,1.883,35.294,1.14,1.844,22.379,0.000201695,201.6949875
12 eDNA Pres I,A10,Longmires,RT,4 months,17,PCI,4,7,315.64946,6312.9892,1.87,36.43,1.14,1.844,22.379,0.000126564,126.5639199
12 eDNA Pres I,A11,Longmires,RT,4 months,17,PCI,4,8,636.37883,12727.5766,1.9,35.272,1.14,1.844,22.379,0.000149493,149.4925243
12 eDNA Pres I,A12,Longmires,RT,4 months,17,PCI,4,9,503.77182,10075.4364,1.889,35.692,1.14,1.844,22.379,0.000139611,139.6113395
15 eDNA Pres I,C4,Ethanol,-20,6 months,26,Kit,1,1,27264.49445,27264.49445,1.788,28.837,1.14,1.805,22.392,0.0334618,33461.79951
15 eDNA Pres I,C5,Ethanol,-20,6 months,26,Kit,1,2,28423.50677,28423.50677,1.812,28.74,1.14,1.805,22.392,0.023836906,23836.90572
15 eDNA Pres I,C6,Ethanol,-20,6 months,26,Kit,1,3,29728.91182,29728.91182,1.839,28.708,1.14,1.805,22.392,0.015899205,15899.20475
15 eDNA Pres I,C7,Ethanol,-20,6 months,26,Kit,1,4,31560.1714,31560.1714,1.795,28.528,1.14,1.805,22.392,0.035877663,35877.66334
15 eDNA Pres I,C8,Ethanol,-20,6 months,26,Kit,1,5,28612.69563,28612.69563,1.798,28.764,1.14,1.805,22.392,0.029740758,29740.75808
15 eDNA Pres I,C9,Ethanol,-20,6 months,26,Kit,1,6,32227.89243,32227.89243,1.853,28.572,1.14,1.805,22.392,0.014088036,14088.03634
15 eDNA Pres I,C10,Ethanol,-20,6 months,26,Kit,1,7,26876.91338,26876.91338,1.802,28.88,1.14,1.805,22.392,0.026076839,26076.8392
15 eDNA Pres I,C11,Ethanol,-20,6 months,26,Kit,1,8,28700.29956,28700.29956,1.827,28.753,1.14,1.805,22.392,0.01877204,18772.04031
15 eDNA Pres I,C12,Ethanol,-20,6 months,26,Kit,1,9,26799.52793,26799.52793,1.818,28.917,1.14,1.805,22.392,0.019492534,19492.5337
15 eDNA Pres I,D4,Ethanol,-20,6 months,26,Kit,2,1,27459.96974,27459.96974,1.816,28.875,1.14,1.805,22.392,0.020770412,20770.41157
15 eDNA Pres I,D5,Ethanol,-20,6 months,26,Kit,2,2,29878.74672,29878.74672,1.836,28.726,1.14,1.805,22.392,0.016665815,16665.81473
15 eDNA Pres I,D6,Ethanol,-20,6 months,26,Kit,2,3,29587.90585,29587.90585,1.853,28.737,1.14,1.805,22.392,0.012682437,12682.43704
15 eDNA Pres I,D7,Ethanol,-20,6 months,26,Kit,2,4,27823.60651,27823.60651,1.806,28.83,1.14,1.805,22.392,0.025198019,25198.01939
15 eDNA Pres I,D8,Ethanol,-20,6 months,26,Kit,2,5,30666.47612,30666.47612,1.851,28.675,1.14,1.805,22.392,0.013629105,13629.10491
15 eDNA Pres I,D9,Ethanol,-20,6 months,26,Kit,2,6,27399.24379,27399.24379,1.792,28.824,1.14,1.805,22.392,0.031293677,31293.6771
15 eDNA Pres I,D10,Ethanol,-20,6 months,26,Kit,2,7,28593.10806,28593.10806,1.826,28.751,1.14,1.805,22.392,0.019086413,19086.41265
15 eDNA Pres I,D11,Ethanol,-20,6 months,26,Kit,2,8,30016.2863,30016.2863,1.875,28.734,1.14,1.805,22.392,0.009008216,9008.215674
15 eDNA Pres I,D12,Ethanol,-20,6 months,26,Kit,2,9,29992.88775,29992.88775,1.827,28.701,1.14,1.805,22.392,0.019482629,19482.62908
15 eDNA Pres I,E4,Ethanol,-20,6 months,26,Kit,3,1,40534.44415,40534.44415,1.804,28.125,1.14,1.805,22.392,0.039449369,39449.36885
15 eDNA Pres I,E5,Ethanol,-20,6 months,26,Kit,3,2,42548.03061,42548.03061,1.809,28.045,1.14,1.805,22.392,0.038207161,38207.16143
15 eDNA Pres I,E6,Ethanol,-20,6 months,26,Kit,3,3,47531.68672,47531.68672,1.791,27.855,1.14,1.805,22.392,0.056654831,56654.83077
15 eDNA Pres I,E7,Ethanol,-20,6 months,26,Kit,3,4,39801.15801,39801.15801,1.792,28.137,1.14,1.805,22.392,0.047170458,47170.45808
15 eDNA Pres I,E8,Ethanol,-20,6 months,26,Kit,3,5,44452.19412,44452.19412,1.796,27.958,1.14,1.805,22.392,0.048909848,48909.84785
15 eDNA Pres I,E9,Ethanol,-20,6 months,26,Kit,3,6,43472.38317,43472.38317,1.819,28.046,1.14,1.805,22.392,0.032612497,32612.49729
15 eDNA Pres I,E10,Ethanol,-20,6 months,26,Kit,3,7,42138.74787,42138.74787,1.782,28.034,1.14,1.805,22.392,0.057992982,57992.98184
15 eDNA Pres I,E11,Ethanol,-20,6 months,26,Kit,3,8,43029.055,43029.055,1.83,28.07,1.14,1.805,22.392,0.027206185,27206.1855
15 eDNA Pres I,E12,Ethanol,-20,6 months,26,Kit,3,9,50738.32348,50738.32348,1.804,27.781,1.14,1.805,22.392,0.048210019,48210.01906
14 eDNA Pres I,H1,Ethanol,4,6 months,26,Kit,1,1,38964.24547,38964.24547,1.811,28.533,1.14,1.826,22.528,0.038882711,38882.71146
14 eDNA Pres I,H2,Ethanol,4,6 months,26,Kit,1,2,46843.88265,46843.88265,1.794,28.19,1.14,1.826,22.528,0.062222561,62222.56084
14 eDNA Pres I,H3,Ethanol,4,6 months,26,Kit,1,3,48133.03798,48133.03798,1.826,28.182,1.14,1.826,22.528,0.037796159,37796.15908
14 eDNA Pres I,H4,Ethanol,4,6 months,26,Kit,1,4,41554.63353,41554.63353,1.835,28.412,1.14,1.826,22.528,0.028641694,28641.69397
14 eDNA Pres I,H5,Ethanol,4,6 months,26,Kit,1,5,41079.68137,41079.68137,1.818,28.397,1.14,1.826,22.528,0.037921333,37921.33281
14 eDNA Pres I,H6,Ethanol,4,6 months,26,Kit,1,6,45487.51935,45487.51935,1.791,28.192,1.14,1.826,22.528,0.064973058,64973.05836
14 eDNA Pres I,H7,Ethanol,4,6 months,26,Kit,1,7,43206.88173,43206.88173,1.831,28.33,1.14,1.826,22.528,0.032008136,32008.13585
14 eDNA Pres I,H8,Ethanol,4,6 months,26,Kit,1,8,45582.04859,45582.04859,1.833,28.262,1.14,1.826,22.528,0.032562647,32562.64721
14 eDNA Pres I,H9,Ethanol,4,6 months,26,Kit,1,9,40625.08047,40625.08047,1.793,28.397,1.14,1.826,22.528,0.056254374,56254.3735
14 eDNA Pres I,F11,Ethanol,4,6 months,26,Kit,2,1,26988.00154,26988.00154,1.832,29.141,1.14,1.826,22.528,0.019434145,19434.1446
14 eDNA Pres I,F12,Ethanol,4,6 months,26,Kit,2,2,25982.88096,25982.88096,1.782,29.153,1.14,1.826,22.528,0.04296099,42960.98985
14 eDNA Pres I,G11,Ethanol,4,6 months,26,Kit,2,3,31546.30587,31546.30587,1.815,28.896,1.14,1.826,22.528,0.02953894,29538.93959
14 eDNA Pres I,G12,Ethanol,4,6 months,26,Kit,2,4,24262.35378,24262.35378,1.833,29.329,1.14,1.826,22.528,0.017008038,17008.03767
15 eDNA Pres I,B8,Ethanol,4,6 months,26,Kit,2,5,25592.18369,25592.18369,1.784,28.933,1.14,1.805,22.392,0.033748031,33748.03119
15 eDNA Pres I,B9,Ethanol,4,6 months,26,Kit,2,6,24494.78954,24494.78954,1.821,29.053,1.14,1.805,22.392,0.017211051,17211.05055
15 eDNA Pres I,B10,Ethanol,4,6 months,26,Kit,2,7,26288.31193,26288.31193,1.805,28.925,1.14,1.805,22.392,0.024107619,24107.61872
15 eDNA Pres I,B11,Ethanol,4,6 months,26,Kit,2,8,28323.41194,28323.41194,1.823,28.846,1.14,1.805,22.392,0.018924749,18924.74867
15 eDNA Pres I,B12,Ethanol,4,6 months,26,Kit,2,9,37107.39687,37107.39687,1.845,28.352,1.14,1.805,22.392,0.018030434,18030.43404
15 eDNA Pres I,A4,Ethanol,4,6 months,26,Kit,3,1,25597.30038,25597.30038,1.802,28.958,1.14,1.805,22.392,0.024924798,24924.79819
15 eDNA Pres I,A5,Ethanol,4,6 months,26,Kit,3,2,23946.21819,23946.21819,1.812,29.074,1.14,1.805,22.392,0.019592912,19592.91167
15 eDNA Pres I,A6,Ethanol,4,6 months,26,Kit,3,3,22540.96791,22540.96791,1.81,29.157,1.14,1.805,22.392,0.019259408,19259.40775
15 eDNA Pres I,A7,Ethanol,4,6 months,26,Kit,3,4,28063.12405,28063.12405,1.815,28.826,1.14,1.805,22.392,0.021824531,21824.53081
15 eDNA Pres I,A8,Ethanol,4,6 months,26,Kit,3,5,27013.4937,27013.4937,1.776,28.858,1.14,1.805,22.392,0.039689334,39689.33445
15 eDNA Pres I,A9,Ethanol,4,6 months,26,Kit,3,6,25170.32996,25170.32996,1.782,28.977,1.14,1.805,22.392,0.034074071,34074.07071
15 eDNA Pres I,A10,Ethanol,4,6 months,26,Kit,3,7,26975.75651,26975.75651,1.79,28.88,1.14,1.805,22.392,0.031595395,31595.39484
15 eDNA Pres I,A11,Ethanol,4,6 months,26,Kit,3,8,28209.83157,28209.83157,1.799,28.814,1.14,1.805,22.392,0.028361034,28361.03427
15 eDNA Pres I,A12,Ethanol,4,6 months,26,Kit,3,9,29574.2061,29574.2061,1.825,28.7,1.14,1.805,22.392,0.020056957,20056.95739
15 eDNA Pres I,F11,Frozen,-80,6 months,26,Kit,1,1,28199.81985,28199.81985,1.827,28.835,1.14,1.805,22.392,0.018000744,18000.74432
15 eDNA Pres I,F12,Frozen,-80,6 months,26,Kit,1,2,27276.37812,27276.37812,1.821,28.894,1.14,1.805,22.392,0.019104656,19104.6557
15 eDNA Pres I,G11,Frozen,-80,6 months,26,Kit,1,3,33326.20859,33326.20859,1.852,28.533,1.14,1.805,22.392,0.01458921,14589.2102
15 eDNA Pres I,G12,Frozen,-80,6 months,26,Kit,1,4,33395.03706,33395.03706,1.868,28.58,1.14,1.805,22.392,0.011119067,11119.06678
16 eDNA Pres I,B8,Frozen,-80,6 months,26,Kit,1,5,20963.88675,20963.88675,1.809,28.614,1.14,1.824,22.485,0.036328902,36328.90215
16 eDNA Pres I,B9,Frozen,-80,6 months,26,Kit,1,6,22909.36001,22909.36001,1.842,28.522,1.14,1.824,22.485,0.022947573,22947.5727
16 eDNA Pres I,B10,Frozen,-80,6 months,26,Kit,1,7,24557.71901,24557.71901,1.868,28.452,1.14,1.824,22.485,0.016053985,16053.98545
16 eDNA Pres I,B11,Frozen,-80,6 months,26,Kit,1,8,23022.99812,23022.99812,1.846,28.542,1.14,1.824,22.485,0.02107902,21079.01963
16 eDNA Pres I,B12,Frozen,-80,6 months,26,Kit,1,9,24525.13762,24525.13762,1.828,28.454,1.14,1.824,22.485,0.02944947,29449.46994
16 eDNA Pres I,A4,Frozen,-80,6 months,26,Kit,2,1,25706.15709,25706.15709,1.817,28.326,1.14,1.824,22.485,0.038089322,38089.32197
16 eDNA Pres I,A5,Frozen,-80,6 months,26,Kit,2,2,30839.00735,30839.00735,1.783,28.023,1.14,1.824,22.485,0.077178866,77178.86589
16 eDNA Pres I,A6,Frozen,-80,6 months,26,Kit,2,3,28083.47158,28083.47158,1.791,28.148,1.14,1.824,22.485,0.063396764,63396.76443
16 eDNA Pres I,A7,Frozen,-80,6 months,26,Kit,2,4,33404.544,33404.544,1.758,27.856,1.14,1.824,22.485,0.125434765,125434.7649
16 eDNA Pres I,A8,Frozen,-80,6 months,26,Kit,2,5,33629.08959,33629.08959,1.804,27.939,1.14,1.824,22.485,0.058145424,58145.42402
16 eDNA Pres I,A9,Frozen,-80,6 months,26,Kit,2,6,30915.63471,30915.63471,1.798,28.035,1.14,1.824,22.485,0.060511087,60511.08657
16 eDNA Pres I,A10,Frozen,-80,6 months,26,Kit,2,7,31340.5022,31340.5022,1.808,28.025,1.14,1.824,22.485,0.052142307,52142.30668
16 eDNA Pres I,A11,Frozen,-80,6 months,26,Kit,2,8,32892.39481,32892.39481,1.793,27.948,1.14,1.824,22.485,0.06896219,68962.18974
16 eDNA Pres I,A12,Frozen,-80,6 months,26,Kit,2,9,44891.07803,44891.07803,1.795,27.542,1.14,1.824,22.485,0.084546154,84546.15434
16 eDNA Pres I,C4,Frozen,-80,6 months,26,Kit,3,1,49952.37291,49952.37291,1.83,27.36,1.14,1.824,22.485,0.055483625,55483.62547
16 eDNA Pres I,C5,Frozen,-80,6 months,26,Kit,3,2,47035.11298,47035.11298,1.818,27.425,1.14,1.824,22.485,0.063820242,63820.24152
16 eDNA Pres I,C6,Frozen,-80,6 months,26,Kit,3,3,52160.71382,52160.71382,1.827,27.264,1.14,1.824,22.485,0.061911198,61911.19774
16 eDNA Pres I,C7,Frozen,-80,6 months,26,Kit,3,4,55733.44976,55733.44976,1.812,27.143,1.14,1.824,22.485,0.082556252,82556.252
16 eDNA Pres I,C8,Frozen,-80,6 months,26,Kit,3,5,46506.47193,46506.47193,1.837,27.457,1.14,1.824,22.485,0.047508487,47508.4872
16 eDNA Pres I,C9,Frozen,-80,6 months,26,Kit,3,6,46405.6544,46405.6544,1.814,27.43,1.14,1.824,22.485,0.06822937,68229.36984
16 eDNA Pres I,C10,Frozen,-80,6 months,26,Kit,3,7,49149.6101,49149.6101,1.811,27.35,1.14,1.824,22.485,0.074195302,74195.30153
16 eDNA Pres I,C11,Frozen,-80,6 months,26,Kit,3,8,52119.31467,52119.31467,1.838,27.279,1.14,1.824,22.485,0.052187939,52187.93867
16 eDNA Pres I,C12,Frozen,-80,6 months,26,Kit,3,9,45660.17911,45660.17911,1.824,27.485,1.14,1.824,22.485,0.056206771,56206.7706
15 eDNA Pres I,B4,Frozen,-20,6 months,26,Kit,1,1,220252.1712,220252.1712,1.854,25.237,1.14,1.805,22.392,0.107951629,107951.6286
15 eDNA Pres I,B5,Frozen,-20,6 months,26,Kit,1,2,231288.8801,231288.8801,1.796,25.08,1.14,1.805,22.392,0.265710293,265710.2932
15 eDNA Pres I,B6,Frozen,-20,6 months,26,Kit,1,3,226283.2522,226283.2522,1.826,25.153,1.14,1.805,22.392,0.167854265,167854.2654
15 eDNA Pres I,F4,Frozen,-20,6 months,26,Kit,1,3,190658.9717,190658.9717,1.808,25.402,1.14,1.805,22.392,0.184420379,184420.3787
15 eDNA Pres I,F5,Frozen,-20,6 months,26,Kit,1,4,282923.2514,282923.2514,1.853,24.762,1.14,1.805,22.392,0.146993883,146993.8828
15 eDNA Pres I,F6,Frozen,-20,6 months,26,Kit,1,5,248006.9399,248006.9399,1.774,24.901,1.14,1.805,22.392,0.397758148,397758.1478
15 eDNA Pres I,F7,Frozen,-20,6 months,26,Kit,1,6,236695.1257,236695.1257,1.827,25.062,1.14,1.805,22.392,0.175021255,175021.2552
